"","rules","support","confidence","coverage","lift","count"
"1","{自然铜} => {没药}",0.111002921129503,0.797202797202797,0.139240506329114,2.33255633255633,114
"2","{自然铜} => {乳香}",0.109055501460565,0.783216783216783,0.139240506329114,2.17395577395577,112
"3","{血竭} => {没药}",0.132424537487829,0.834355828220859,0.1587147030185,2.44126334923881,136
"4","{血竭} => {乳香}",0.129503407984421,0.815950920245399,0.1587147030185,2.26481512187034,133
"5","{骨碎补} => {当归}",0.100292112950341,0.746376811594203,0.134371957156767,1.53921483033584,103
"6","{生地黄} => {当归}",0.119766309639727,0.842465753424658,0.142161635832522,1.73737415415085,123
"7","{桃仁} => {当归}",0.110029211295034,0.904,0.121713729308666,1.86427309236948,113
"8","{红花} => {当归}",0.142161635832522,0.858823529411765,0.165530671859786,1.77110796125679,146
"9","{肉桂} => {当归}",0.117818889970789,0.817567567567568,0.144109055501461,1.68602789536524,121
"10","{川乌} => {草乌}",0.105160662122687,0.705882352941177,0.148977604673807,4.53088235294118,108
"11","{大黄} => {当归}",0.132424537487829,0.772727272727273,0.171372930866602,1.59355604235122,136
"12","{甘草} => {当归}",0.139240506329114,0.74869109947644,0.185978578383642,1.5439874681974,143
"13","{防风} => {当归}",0.103213242453749,0.757142857142857,0.136319376825706,1.56141709695927,106
"14","{羌活} => {当归}",0.124634858812074,0.831168831168831,0.149951314508277,1.71407708757106,128
"15","{赤芍} => {当归}",0.15968841285297,0.881720430107527,0.181110029211295,1.81832707172777,164
"16","{川芎} => {当归}",0.190847127555988,0.924528301886792,0.206426484907498,1.90660756232477,196
"17","{白芷} => {当归}",0.167478091528724,0.788990825688073,0.212268743914314,1.62709553811577,172
"18","{没药} => {乳香}",0.308666017526777,0.903133903133903,0.341772151898734,2.50680680680681,317
"19","{乳香} => {没药}",0.308666017526777,0.856756756756757,0.360272638753651,2.50680680680681,317
"20","{没药,自然铜} => {乳香}",0.100292112950341,0.903508771929825,0.111002921129503,2.50784732100522,103
"21","{乳香,自然铜} => {没药}",0.100292112950341,0.919642857142857,0.109055501460565,2.69080687830688,103
"22","{没药,血竭} => {乳香}",0.122687439143135,0.926470588235294,0.132424537487829,2.57158187599364,126
"23","{乳香,血竭} => {没药}",0.122687439143135,0.947368421052632,0.129503407984421,2.7719298245614,126
"24","{当归,没药} => {乳香}",0.182083739045764,0.89047619047619,0.204479065238559,2.4716731016731,187
"25","{当归,乳香} => {没药}",0.182083739045764,0.899038461538462,0.20253164556962,2.63051994301994,187
